SNO,Date,Time,ADC,Humidity_pct,Temp_C,Voltage_V,PHASE
1,10/9/2025,11:35:14:492788,1759,68.74,30.41,2.68,DOOR OPEN AC ON STARTS
2,10/9/2025,11:35:19:199793,1759,69.01,30.16,2.66,
3,10/9/2025,11:35:23:306791,1759,68.99,29.96,2.65,
4,10/9/2025,11:35:29:233791,1700,69.17,29.8,2.67,
5,10/9/2025,11:35:32:709793,1547,69.14,29.66,2.66,
6,10/9/2025,11:35:37:427792,1414,69.48,29.55,2.66,
7,10/9/2025,11:35:42:343792,1308,69.69,29.45,2.67,
8,10/9/2025,11:35:45:819792,1198,69.69,29.37,2.66,
9,10/9/2025,11:35:49:713792,1112,69.59,29.3,2.67,
10,10/9/2025,11:35:53:196791,1031,69.62,29.24,2.67,
11,10/9/2025,11:35:56:895792,971,69.71,29.19,2.66,
12,10/9/2025,11:36:01:183849,928,69.79,29.14,2.66,
13,10/9/2025,11:36:07:770785,918,69.79,29.1,2.67,
14,10/9/2025,11:36:14:447786,904,69.79,29.05,2.66,
15,10/9/2025,11:36:18:601793,857,69.7,28.99,2.67,
16,10/9/2025,11:36:22:688792,793,69.75,28.94,2.66,
17,10/9/2025,11:36:26:778793,757,69.91,28.9,2.66,
18,10/9/2025,11:36:30:879792,728,69.97,28.86,2.66,
19,10/9/2025,11:36:34:359791,696,69.92,28.83,2.66,
20,10/9/2025,11:36:39:916796,689,69.75,28.78,2.66,
21,10/9/2025,11:36:43:375792,654,69.68,28.74,2.66,
22,10/9/2025,11:36:46:658792,627,69.61,28.7,2.64,
23,10/9/2025,11:36:50:336791,604,69.61,28.66,2.66,
24,10/9/2025,11:36:54:021791,587,69.64,28.62,2.66,
25,10/9/2025,11:36:58:332792,577,69.65,28.57,2.65,
26,10/9/2025,11:37:01:602791,553,69.59,28.53,2.66,
27,10/9/2025,11:37:05:897792,550,69.57,28.49,2.66,
28,10/9/2025,11:37:10:200791,539,69.63,28.44,2.66,
29,10/9/2025,11:37:13:678792,525,69.54,28.4,2.66,
30,10/9/2025,11:37:18:600792,521,69.55,28.36,2.65,
31,10/9/2025,11:37:22:487791,512,69.56,28.32,2.66,
32,10/9/2025,11:37:26:591791,499,69.42,28.27,2.66,
33,10/9/2025,11:37:30:490793,490,69.29,28.23,2.69,
34,10/9/2025,11:37:34:981793,485,69.14,28.19,2.66,
35,10/9/2025,11:37:41:416785,497,69.16,28.14,2.67,
36,10/9/2025,11:37:46:859792,496,69.16,28.09,2.66,
37,10/9/2025,11:37:52:598794,498,68.92,28.04,2.66,
38,10/9/2025,11:37:59:584786,511,69.01,27.98,2.69,
39,10/9/2025,11:38:03:246792,488,68.84,27.93,2.68,
40,10/9/2025,11:38:07:345792,472,68.72,27.89,2.66,
41,10/9/2025,11:38:11:438793,460,68.71,27.85,2.67,
42,10/9/2025,11:38:15:123792,445,68.63,27.82,2.64,
43,10/9/2025,11:38:18:603792,422,68.41,27.79,2.66,
44,10/9/2025,11:38:22:294793,415,68.15,27.76,2.65,
45,10/9/2025,11:38:27:232933,416,67.96,27.73,2.64,
46,10/9/2025,11:38:31:113796,408,67.61,27.69,2.65,
47,10/9/2025,11:38:35:460796,405,67.31,27.66,2.66,
48,10/9/2025,11:38:46:313796,453,67.18,27.59,2.66,
49,10/9/2025,11:38:51:046796,443,67.09,27.53,2.64,
50,10/9/2025,11:38:55:279794,420,67.01,27.48,2.65,
51,10/9/2025,11:38:59:477794,409,67.03,27.44,2.65,
52,10/9/2025,11:39:04:918779,413,67.47,27.4,2.68,
53,10/9/2025,11:39:08:994791,402,67.51,27.37,2.67,
54,10/9/2025,11:39:15:338791,409,67.17,27.34,2.65,
55,10/9/2025,11:39:21:484793,413,66.81,27.3,2.66,
56,10/9/2025,11:39:26:804792,408,66.64,27.27,2.66,
57,10/9/2025,11:39:30:694792,394,66.62,27.25,2.66,
58,10/9/2025,11:39:35:620795,389,66.7,27.22,2.67,
59,10/9/2025,11:39:43:862796,410,66.76,27.19,2.66,
60,10/9/2025,11:39:52:008791,422,66.55,27.16,2.64,
61,10/9/2025,11:39:56:712794,410,66.14,27.14,2.66,
62,10/9/2025,11:40:01:630792,402,65.99,27.12,2.65,
63,10/9/2025,11:40:13:502790,445,66.17,27.08,2.64,
64,10/9/2025,11:40:18:943774,436,65.9,27.05,2.65,DOOR OPEN AC ON ENDS
65,10/9/2025,11:40:27:447796,445,66.03,27.02,2.65,DOOR CLOSE AC ON STARTS
66,10/9/2025,11:40:41:752790,488,65.54,26.99,2.66,
67,10/9/2025,11:40:49:359791,483,65.46,26.97,2.67,
68,10/9/2025,11:40:53:648794,451,65.1,26.95,2.66,
69,10/9/2025,11:40:57:562796,415,64.88,26.94,2.66,
70,10/9/2025,11:41:02:503796,403,64.8,26.94,2.65,
71,10/9/2025,11:41:07:944784,395,64.62,26.91,2.65,
72,10/9/2025,11:41:13:385777,387,63.99,26.87,2.67,
73,10/9/2025,11:41:18:826779,382,63.95,26.81,2.67,
74,10/9/2025,11:41:24:267777,376,63.95,26.75,2.68,
75,10/9/2025,11:41:29:708779,372,63.77,26.68,2.66,
76,10/9/2025,11:41:35:150777,365,63.73,26.59,2.65,
77,10/9/2025,11:41:40:591779,363,63.98,26.51,2.64,
78,10/9/2025,11:41:46:032791,360,64.11,26.44,2.67,
79,10/9/2025,11:42:10:810782,457,63.03,26.28,2.66,
80,10/9/2025,11:42:15:366802,422,62.87,26.15,2.67,
81,10/9/2025,11:42:19:466813,395,62.68,26.03,2.64,
82,10/9/2025,11:42:22:739791,366,62.6,25.94,2.64,
83,10/9/2025,11:42:30:527796,369,61.94,25.79,2.66,
84,10/9/2025,11:42:36:930796,368,62.05,25.66,2.66,
85,10/9/2025,11:42:44:038791,367,62.24,25.54,2.65,
86,10/9/2025,11:42:47:930796,348,62.1,25.45,2.67,
87,10/9/2025,11:42:52:235791,334,62.18,25.36,2.67,
88,10/9/2025,11:42:55:911794,322,62.13,25.3,2.67,
89,10/9/2025,11:43:05:035795,336,61.84,25.22,2.66,
90,10/9/2025,11:43:09:126791,324,61.49,25.16,2.64,
91,10/9/2025,11:43:13:017793,311,61.33,25.09,2.64,
92,10/9/2025,11:43:16:919791,300,61.14,25.03,2.66,
93,10/9/2025,11:43:20:596791,290,60.88,24.97,2.66,
94,10/9/2025,11:43:27:355791,296,60.89,24.9,2.64,
95,10/9/2025,11:43:31:038793,286,60.8,24.84,2.66,
96,10/9/2025,11:43:34:930793,279,60.72,24.79,2.65,
97,10/9/2025,11:43:38:822791,272,60.75,24.75,2.66,
98,10/9/2025,11:43:43:329791,269,60.57,24.71,2.66,
99,10/9/2025,11:43:49:468791,275,60.41,24.66,2.67,
100,10/9/2025,11:43:55:203793,275,60.23,24.61,2.66,
101,10/9/2025,11:43:59:303791,269,60.04,24.58,2.67,
102,10/9/2025,11:44:03:602793,264,59.8,24.53,2.66,
103,10/9/2025,11:44:07:289791,256,59.51,24.5,2.65,
104,10/9/2025,11:44:13:878785,262,59.38,24.46,2.64,
105,10/9/2025,11:44:18:344792,258,59.18,24.42,2.66,
106,10/9/2025,11:44:24:927786,263,59.01,24.38,2.65,
107,10/9/2025,11:44:29:200792,257,58.91,24.34,2.66,
108,10/9/2025,11:44:32:890796,250,58.73,24.3,2.66,
109,10/9/2025,11:44:37:396791,246,58.45,24.26,2.66,
110,10/9/2025,11:44:41:488791,241,58.11,24.22,2.65,
111,10/9/2025,11:44:45:380793,236,57.85,24.18,2.67,
112,10/9/2025,11:44:49:684794,233,57.66,24.14,2.66,
113,10/9/2025,11:44:52:959793,226,57.56,24.1,2.67,
114,10/9/2025,11:44:59:304794,233,57.61,24.05,2.66,
115,10/9/2025,11:45:03:605793,230,57.48,24,2.67,
116,10/9/2025,11:45:08:114794,229,57.36,23.95,2.66,
117,10/9/2025,11:45:13:236794,230,57.32,23.92,2.66,
118,10/9/2025,11:45:17:329794,225,57.15,23.88,2.65,
119,10/9/2025,11:45:21:630792,222,56.99,23.85,2.65,
120,10/9/2025,11:45:25:115791,216,56.82,23.83,2.67,
121,10/9/2025,11:45:28:600792,208,56.58,23.79,2.67,
122,10/9/2025,11:45:31:870791,202,56.4,23.77,2.67,
123,10/9/2025,11:45:35:359791,198,56.26,23.74,2.65,
124,10/9/2025,11:45:39:650792,198,56.12,23.7,2.66,
125,10/9/2025,11:45:43:981792,198,56.04,23.67,2.67,
126,10/9/2025,11:45:49:175795,201,55.92,23.63,2.66,
127,10/9/2025,11:45:55:219791,206,55.79,23.59,2.65,
128,10/9/2025,11:45:59:313791,203,55.65,23.55,2.66,
129,10/9/2025,11:46:03:413792,200,55.49,23.52,2.64,
130,10/9/2025,11:46:09:359791,205,55.34,23.48,2.66,
131,10/9/2025,11:46:16:111793,215,55.12,23.44,2.67,
132,10/9/2025,11:46:22:669791,220,54.95,23.4,2.67,
133,10/9/2025,11:46:33:312791,236,54.78,23.35,2.66,
134,10/9/2025,11:46:38:029792,231,54.59,23.3,2.66,
135,10/9/2025,11:46:43:557791,228,54.27,23.25,2.65,
136,10/9/2025,11:46:47:443792,219,54.14,23.22,2.68,
137,10/9/2025,11:46:51:743791,214,54.11,23.2,2.64,
138,10/9/2025,11:46:58:300793,218,53.96,23.18,2.65,
139,10/9/2025,11:47:04:239791,218,53.66,23.17,2.65,
140,10/9/2025,11:47:09:765794,218,53.35,23.15,2.66,
141,10/9/2025,11:47:14:074791,208,53.07,23.13,2.66,
142,10/9/2025,11:47:19:399791,207,52.85,23.11,2.66,
143,10/9/2025,11:47:26:160792,214,52.7,23.08,2.66,
144,10/9/2025,11:47:36:399791,229,52.28,23.04,2.65,
145,10/9/2025,11:47:50:116791,250,51.73,22.98,2.68,
146,10/9/2025,11:47:58:103791,251,51.57,22.93,2.67,
147,10/9/2025,11:48:01:587793,234,51.37,22.88,2.66,
148,10/9/2025,11:48:05:888791,225,51.2,22.83,2.66,
149,10/9/2025,11:48:09:370792,208,50.96,22.79,2.65,
150,10/9/2025,11:48:13:665794,203,50.74,22.74,2.67,
151,10/9/2025,11:48:17:558792,196,50.67,22.7,2.66,
152,10/9/2025,11:48:23:300791,196,50.72,22.68,2.67,
153,10/9/2025,11:48:29:441792,199,50.56,22.65,2.66,
154,10/9/2025,11:48:33:737791,193,50.41,22.61,2.66,
155,10/9/2025,11:48:40:709791,197,50.2,22.55,2.66,
156,10/9/2025,11:48:45:456842,195,50.14,22.5,2.67,
157,10/9/2025,11:48:49:734795,189,50.14,22.47,2.66,
158,10/9/2025,11:48:55:045791,189,50.06,22.44,2.67,
159,10/9/2025,11:49:00:366794,188,49.89,22.41,2.66,
160,10/9/2025,11:49:13:272791,208,49.47,22.35,2.65,
161,10/9/2025,11:49:16:961791,198,49.29,22.3,2.67,
162,10/9/2025,11:49:21:469791,193,49.18,22.26,2.66,
163,10/9/2025,11:49:25:352791,186,49.1,22.23,2.65,
164,10/9/2025,11:49:28:832793,178,48.97,22.21,2.66,
165,10/9/2025,11:49:33:137791,175,48.88,22.2,2.67,
166,10/9/2025,11:49:36:412791,169,48.78,22.19,2.64,
167,10/9/2025,11:49:39:890791,166,48.62,22.18,2.67,
168,10/9/2025,11:49:44:398793,165,48.46,22.16,2.67,
169,10/9/2025,11:49:49:518791,166,48.35,22.14,2.67,
170,10/9/2025,11:49:53:206792,162,48.31,22.12,2.65,
171,10/9/2025,11:49:58:731794,165,48.32,22.1,2.65,
172,10/9/2025,11:50:02:835793,163,48.12,22.08,2.65,
173,10/9/2025,11:50:06:520791,159,47.96,22.06,2.66,
174,10/9/2025,11:50:10:610793,158,47.79,22.03,2.66,
175,10/9/2025,11:50:14:507791,155,47.71,22.01,2.66,
176,10/9/2025,11:50:17:985791,152,47.63,22,2.67,
177,10/9/2025,11:50:22:482811,152,47.61,21.99,2.66,
178,10/9/2025,11:50:27:204791,153,47.45,21.97,2.66,
179,10/9/2025,11:50:32:020793,156,47.28,21.93,2.64,
180,10/9/2025,11:50:37:140792,155,47.31,21.9,2.65,
181,10/9/2025,11:50:41:741793,155,47.33,21.88,2.67,
182,10/9/2025,11:50:45:848793,153,47.29,21.86,2.65,
183,10/9/2025,11:50:49:933791,151,47.26,21.84,2.67,
184,10/9/2025,11:50:54:060796,150,47.1,21.81,2.67,
185,10/9/2025,11:50:59:564791,153,47.01,21.78,2.67,
186,10/9/2025,11:51:04:274791,153,46.97,21.76,2.68,
187,10/9/2025,11:51:08:371793,151,47.07,21.75,2.66,
188,10/9/2025,11:51:15:280796,156,46.89,21.73,2.66,
189,10/9/2025,11:51:19:809796,155,46.74,21.72,2.65,
190,10/9/2025,11:51:31:301795,170,46.6,21.69,2.67,
191,10/9/2025,11:51:39:205791,176,46.58,21.66,2.68,
192,10/9/2025,11:51:45:149792,175,46.37,21.61,2.67,
193,10/9/2025,11:51:51:896791,175,46.09,21.57,2.66,
194,10/9/2025,11:52:02:396796,186,46,21.53,2.64,
195,10/9/2025,11:52:11:980796,192,45.84,21.5,2.67,
196,10/9/2025,11:52:17:366796,186,45.75,21.46,2.66,
197,10/9/2025,11:52:33:270791,205,45.55,21.41,2.67,
198,10/9/2025,11:52:40:237791,201,45.5,21.36,2.67,
199,10/9/2025,11:52:44:736794,189,45.38,21.32,2.67,
200,10/9/2025,11:52:50:471794,185,45.32,21.29,2.67,
201,10/9/2025,11:53:02:346793,197,45.3,21.26,2.66,
202,10/9/2025,11:53:09:312791,195,45.24,21.22,2.66,
203,10/9/2025,11:53:13:608793,185,45.03,21.2,2.68,
204,10/9/2025,11:53:18:521792,177,44.81,21.17,2.66,
205,10/9/2025,11:53:24:466791,175,44.67,21.16,2.66,
206,10/9/2025,11:53:29:173793,170,44.64,21.14,2.66,
207,10/9/2025,11:53:34:912792,171,44.57,21.13,2.66,
208,10/9/2025,11:53:44:941793,178,44.54,21.09,2.65,
209,10/9/2025,11:53:58:485786,194,44.78,21.05,2.67,
210,10/9/2025,11:54:05:221791,191,44.73,21.02,2.66,
211,10/9/2025,11:54:15:665791,196,44.38,20.98,2.67,
212,10/9/2025,11:54:23:447791,195,44.24,20.94,2.67,
213,10/9/2025,11:54:31:024792,192,44.12,20.9,2.66,
214,10/9/2025,11:54:39:625793,194,44.17,20.85,2.66,
215,10/9/2025,11:54:50:895793,201,44.12,20.81,2.66,
216,10/9/2025,11:54:58:080793,198,44.05,20.78,2.68,
217,10/9/2025,11:55:05:431791,195,43.97,20.75,2.66,
218,10/9/2025,11:55:12:636785,191,43.87,20.72,2.65,
219,10/9/2025,11:55:19:363791,187,43.74,20.72,2.67,
220,10/9/2025,11:55:25:718796,185,43.7,20.72,2.66,
221,10/9/2025,11:55:31:260796,178,43.59,20.71,2.66,
222,10/9/2025,11:55:36:368791,174,43.44,20.71,2.67,
223,10/9/2025,11:55:42:305794,170,43.29,20.7,2.66,
224,10/9/2025,11:55:48:926796,170,43.27,20.7,2.67,
225,10/9/2025,11:55:54:369779,168,43.16,20.68,2.67,
226,10/9/2025,11:56:00:806796,166,43.06,20.66,2.66,
227,10/9/2025,11:56:09:999786,172,42.93,20.63,2.66,
228,10/9/2025,11:56:16:506793,171,42.78,20.6,2.67,
229,10/9/2025,11:56:22:861791,169,42.71,20.57,2.66,
230,10/9/2025,11:56:31:486785,173,42.84,20.54,2.67,
231,10/9/2025,11:56:39:642793,175,43.03,20.5,2.66,
232,10/9/2025,11:56:49:101785,180,42.92,20.48,2.66,
233,10/9/2025,11:56:53:566794,170,42.83,20.46,2.66,
234,10/9/2025,11:56:59:303791,168,42.75,20.45,2.66,
235,10/9/2025,11:57:07:088791,169,42.73,20.42,2.66,
236,10/9/2025,11:57:14:663792,171,42.71,20.4,2.66,
237,10/9/2025,11:57:28:187791,183,42.69,20.36,2.64,
238,10/9/2025,11:57:37:398793,186,42.65,20.33,2.66,
239,10/9/2025,11:57:42:317793,176,42.64,20.31,2.66,
240,10/9/2025,11:57:55:867785,191,42.53,20.27,2.65,
241,10/9/2025,11:58:03:203792,188,42.57,20.26,2.66,
242,10/9/2025,11:58:12:038785,188,42.44,20.24,2.66,
243,10/9/2025,11:58:19:781795,186,42.27,20.22,2.66,
244,10/9/2025,11:58:24:100792,175,42.16,20.2,2.66,
245,10/9/2025,11:58:28:392793,166,42.13,20.2,2.65,
246,10/9/2025,11:58:33:311791,162,42.07,20.19,2.66,
247,10/9/2025,11:58:37:616792,156,42.01,20.18,2.66,
248,10/9/2025,11:58:42:117793,152,41.99,20.16,2.69,
249,10/9/2025,11:58:46:417793,148,42.01,20.15,2.66,
250,10/9/2025,11:58:51:542791,148,42.07,20.14,2.67,
251,10/9/2025,11:58:55:434791,142,42.06,20.13,2.66,
252,10/9/2025,11:58:59:531792,140,42.04,20.13,2.66,
253,10/9/2025,11:59:03:826793,137,41.93,20.13,2.69,
254,10/9/2025,11:59:08:747793,137,41.83,20.12,2.68,
255,10/9/2025,11:59:16:103792,143,41.78,20.1,2.66,
256,10/9/2025,11:59:20:414793,139,41.71,20.08,2.67,
257,10/9/2025,11:59:24:715793,136,41.65,20.05,2.64,
258,10/9/2025,11:59:30:644791,137,41.53,20.02,2.66,
259,10/9/2025,11:59:35:982793,138,41.51,19.98,2.65,
260,10/9/2025,11:59:44:379792,144,41.68,19.95,2.64,
261,10/9/2025,11:59:50:123791,144,41.65,19.93,2.65,
262,10/9/2025,11:59:54:208793,138,41.6,19.92,2.66,
263,10/9/2025,11:59:57:696794,135,41.57,19.92,2.66,
264,10/9/2025,12:00:01:593791,130,41.48,19.91,2.64,
265,10/9/2025,12:00:08:356796,135,41.48,19.9,2.65,
266,10/9/2025,12:00:15:157785,139,41.56,19.89,2.65,
267,10/9/2025,12:00:18:800796,134,41.55,19.88,2.68,
268,10/9/2025,12:00:22:677793,129,41.48,19.88,2.67,
269,10/9/2025,12:00:26:366794,126,41.38,19.87,2.65,
270,10/9/2025,12:00:31:807779,129,41.32,19.86,2.66,
271,10/9/2025,12:00:42:531795,141,41.52,19.86,2.66,
272,10/9/2025,12:00:46:441793,135,41.47,19.87,2.66,
273,10/9/2025,12:00:50:952794,133,41.36,19.87,2.67,
274,10/9/2025,12:00:54:639796,131,41.29,19.88,2.66,
275,10/9/2025,12:01:02:038785,133,41.27,19.88,2.64,
276,10/9/2025,12:01:11:981791,143,41.24,19.87,2.66,
277,10/9/2025,12:01:25:793786,155,41.2,19.84,2.65,
278,10/9/2025,12:01:33:530792,158,41.21,19.8,2.64,
279,10/9/2025,12:01:39:898793,157,41.35,19.79,2.65,
280,10/9/2025,12:01:47:673793,155,41.4,19.79,2.65,
281,10/9/2025,12:01:56:074793,159,41.24,19.81,2.66,
282,10/9/2025,12:02:04:063793,160,40.89,19.82,2.67,
283,10/9/2025,12:02:11:225792,158,40.7,19.82,2.66,
284,10/9/2025,12:02:18:192793,158,40.57,19.82,2.66,
285,10/9/2025,12:02:24:331791,155,40.45,19.8,2.65,
286,10/9/2025,12:02:34:164793,158,40.51,19.8,2.65,
287,10/9/2025,12:02:40:115791,157,40.47,19.79,2.67,
288,10/9/2025,12:02:51:198785,165,40.61,19.78,2.67,
289,10/9/2025,12:03:02:773781,172,40.72,19.77,2.68,
290,10/9/2025,12:03:15:359785,178,40.56,19.75,2.66,
291,10/9/2025,12:03:29:258791,189,40.42,19.74,2.65,
292,10/9/2025,12:03:41:600785,194,40.27,19.73,2.64,
293,10/9/2025,12:03:55:610782,201,40.09,19.72,2.67,
294,10/9/2025,12:03:59:788797,184,39.95,19.72,2.66,
295,10/9/2025,12:04:06:740794,179,39.84,19.72,2.67,
296,10/9/2025,12:04:12:483794,172,39.69,19.71,2.64,
297,10/9/2025,12:04:18:809792,167,39.67,19.71,2.64,
298,10/9/2025,12:04:26:499791,167,39.66,19.71,2.66,
299,10/9/2025,12:04:30:289792,157,39.64,19.71,2.66,
300,10/9/2025,12:04:34:587792,152,39.67,19.71,2.65,
301,10/9/2025,12:04:39:295793,147,39.59,19.7,2.67,
302,10/9/2025,12:04:48:723793,154,39.52,19.69,2.67,
303,10/9/2025,12:04:54:664793,152,39.51,19.69,2.67,
304,10/9/2025,12:04:59:799794,148,39.49,19.68,2.66,
305,10/9/2025,12:05:06:958793,149,39.6,19.67,2.64,
306,10/9/2025,12:05:13:528790,149,39.46,19.66,2.64,
307,10/9/2025,12:05:21:498792,151,39.38,19.64,2.66,
308,10/9/2025,12:05:28:483785,150,39.21,19.62,2.66,
309,10/9/2025,12:05:38:106786,156,39.2,19.58,2.64,
310,10/9/2025,12:05:48:972790,163,39.5,19.55,2.66,
311,10/9/2025,12:05:55:497793,159,39.49,19.54,2.65,
312,10/9/2025,12:05:59:790791,152,39.39,19.53,2.66,
313,10/9/2025,12:06:06:384785,150,39.36,19.53,2.66,
314,10/9/2025,12:06:13:974786,152,39.31,19.52,2.67,
315,10/9/2025,12:06:19:723796,149,39.45,19.51,2.66,
316,10/9/2025,12:06:30:657790,157,39.29,19.5,2.67,
317,10/9/2025,12:06:36:099777,152,39.04,19.48,2.66,
318,10/9/2025,12:06:41:540791,148,39.02,19.47,2.65,
319,10/9/2025,12:06:46:981777,145,38.96,19.45,2.64,
320,10/9/2025,12:06:52:422777,142,38.93,19.45,2.66,
321,10/9/2025,12:07:01:033791,146,39.06,19.46,2.65,
322,10/9/2025,12:07:07:172792,146,38.96,19.45,2.66,
323,10/9/2025,12:07:11:472792,140,38.8,19.45,2.66,
324,10/9/2025,12:07:15:979791,136,38.73,19.45,2.66,
325,10/9/2025,12:07:26:970782,145,38.79,19.45,2.65,
326,10/9/2025,12:07:44:380790,163,38.71,19.43,2.67,
